player1,player2,winner,score1,score2,board,time
team12_A2,team12_A1,team12_A2,30,11,empty-2x3,0.3
team12_A1,team12_A2,team12_A1,24,15,empty-2x3,0.3
team12_A2,team12_A1,team12_A2,33,8,empty-2x3,0.3
team12_A1,team12_A2,team12_A2,13,22,empty-2x3,0.3
team12_A2,team12_A1,team12_A2,26,12,empty-2x3,0.3
team12_A1,team12_A2,team12_A2,11,26,empty-2x3,0.3
team12_A2,team12_A1,team12_A1,11,41,empty-2x3,0.3
team12_A1,team12_A2,team12_A2,11,43,empty-2x3,0.3
team12_A2,team12_A1,team12_A2,40,16,empty-2x3,0.3
team12_A1,team12_A2,team12_A2,12,40,empty-2x3,0.3
team12_A2,team12_A1,team12_A2,40,13,empty-2x3,0.3
team12_A1,team12_A2,team12_A2,12,45,empty-2x3,0.3
team12_A2,team12_A1,team12_A2,48,19,empty-2x3,0.3
team12_A1,team12_A2,team12_A2,17,48,empty-2x3,0.3
team12_A2,team12_A1,team12_A2,46,19,empty-2x3,0.3
team12_A1,team12_A2,team12_A1,39,23,empty-2x3,0.3
team12_A2,team12_A1,team12_A2,42,24,empty-2x3,0.3
team12_A1,team12_A2,team12_A2,20,47,empty-2x3,0.3
team12_A2,team12_A1,team12_A2,21,7,empty-2x3,0.3
team12_A1,team12_A2,team12_A2,8,20,empty-2x3,0.3
team12_A2,team12_A1,team12_A2,21,7,empty-2x3,0.3
team12_A1,team12_A2,team12_A2,8,20,empty-2x3,0.3
team12_A2,team12_A1,team12_A1,7,21,empty-2x3,0.3
team12_A1,team12_A2,team12_A2,10,19,empty-2x3,0.3
team12_A2,greedy_player,team12_A2,27,8,empty-2x3,0.3
greedy_player,team12_A2,team12_A2,9,29,empty-2x3,0.3
team12_A2,greedy_player,team12_A2,27,9,empty-2x3,0.3
greedy_player,team12_A2,team12_A2,8,28,empty-2x3,0.3
team12_A2,greedy_player,team12_A2,30,7,empty-2x3,0.3
greedy_player,team12_A2,team12_A2,12,25,empty-2x3,0.3
team12_A2,team12_A1,team12_A1,12,28,empty-2x3,0.3
team12_A1,team12_A2,team12_A1,28,11,empty-2x3,0.3
team12_A2,team12_A1,team12_A2,27,13,empty-2x3,0.3
team12_A1,team12_A2,team12_A1,24,14,empty-2x3,0.3
team12_A2,team12_A1,team12_A2,33,8,empty-2x3,0.3
team12_A1,team12_A2,team12_A2,14,28,empty-2x3,0.3
team12_A2,team12_A1,team12_A1,14,25,empty-2x3,0.3
team12_A1,team12_A2,team12_A2,10,31,empty-2x3,0.3
team12_A2,team12_A1,team12_A2,37,7,empty-2x3,0.3
team12_A1,team12_A2,team12_A2,9,33,empty-2x3,0.3
team12_A2,team12_A1,team12_A2,34,8,empty-2x3,0.3
team12_A1,team12_A2,team12_A2,10,33,empty-2x3,0.3
team12_A2,team12_A1,team12_A1,16,41,empty-2x3,0.3
team12_A1,team12_A2,team12_A2,15,37,empty-2x3,0.3
team12_A2,team12_A1,team12_A2,34,15,empty-2x3,0.3
team12_A1,team12_A2,team12_A1,44,10,empty-2x3,0.3
team12_A2,team12_A1,team12_A2,43,12,empty-2x3,0.3
team12_A1,team12_A2,team12_A2,11,44,empty-2x3,0.3
team12_A2,team12_A1,team12_A2,34,17,empty-2x3,0.3
team12_A1,team12_A2,team12_A1,38,13,empty-2x3,0.3
team12_A2,team12_A1,team12_A2,38,14,empty-2x3,0.3
team12_A1,team12_A2,team12_A1,37,14,empty-2x3,0.3
team12_A2,team12_A1,team12_A2,40,12,empty-2x3,0.3
team12_A1,team12_A2,team12_A2,13,44,empty-2x3,0.3
team12_A2,team12_A1,team12_A2,54,18,empty-2x3,0.3
team12_A1,team12_A2,team12_A2,20,50,empty-2x3,0.3
team12_A2,team12_A1,team12_A2,44,20,empty-2x3,0.3
team12_A1,team12_A2,team12_A2,22,43,empty-2x3,0.3
team12_A2,team12_A1,team12_A2,51,18,empty-2x3,0.3
team12_A1,team12_A2,team12_A1,52,16,empty-2x3,0.3
team12_A2,team12_A1,team12_A2,47,16,empty-2x3,0.3
team12_A1,team12_A2,team12_A2,24,39,empty-2x3,0.3
team12_A2,team12_A1,team12_A2,52,18,empty-2x3,0.3
team12_A1,team12_A2,team12_A1,46,20,empty-2x3,0.3
team12_A2,team12_A1,team12_A2,45,22,empty-2x3,0.3
team12_A1,team12_A2,team12_A2,24,42,empty-2x3,0.3
